window,metodo,target_quarter,as_of,horizon_week,nowcast_bea,realizzato_bea,gdp_release_date,errore
2007-2019,ar2,2017Q3,2017-10-27,17,2.3857473354722103,3.1915992394406345,2017-10-28,-0.8058519039684242
2007-2019,ar2,2017Q4,2018-01-26,17,2.7219950445339203,4.584974811729059,2018-01-28,-1.8629797671951387
2007-2019,ar2,2018Q1,2018-04-27,17,3.3431957850877936,3.293553047698339,2018-04-28,0.049642737389454794
2007-2019,ar2,2018Q2,2018-07-27,17,3.3034759007953607,2.140266992640893,2018-07-28,1.1632089081544676
2007-2019,ar2,2018Q3,2018-10-26,17,2.6709623088313483,2.5182268082057035,2018-10-28,0.15273550062564478
2007-2019,ar2,2018Q4,2019-01-25,17,2.512598416759926,0.5677817986818878,2019-01-28,1.944816618078038
2007-2019,ar2,2019Q1,2019-04-26,17,2.032211278785878,2.520756202743435,2019-04-28,-0.4885449239575568
2007-2019,ar2,2019Q2,2019-07-26,17,2.135412033584516,3.382664959003589,2019-07-28,-1.247252925419073
2007-2019,ar2,2019Q3,2019-10-25,17,2.840725874329819,4.762784209178728,2019-10-28,-1.9220583348489084
2007-2019,fed_overlap/gaussian,2006Q4,2007-01-26,17,2.5347578434665063,3.4823729200428755,2007-01-28,-0.9476150765763691
2007-2019,fed_overlap/gaussian,2007Q1,2007-04-27,17,3.732135771542744,1.2087836914185912,2007-04-28,2.5233520801241527
2007-2019,fed_overlap/gaussian,2007Q2,2007-07-27,17,3.806960370363832,2.4695947150627617,2007-07-28,1.3373656553010704
2007-2019,fed_overlap/gaussian,2007Q3,2007-10-26,17,2.23685450945581,2.3240880884577653,2007-10-28,-0.08723357900195516
2007-2019,fed_overlap/gaussian,2007Q4,2008-01-25,17,2.5993788177590016,2.5367271478347497,2008-01-28,0.06265166992425186
2007-2019,fed_overlap/gaussian,2008Q1,2008-04-25,17,1.5708549593238308,-1.6961606735480972,2008-04-28,3.267015632871928
2007-2019,fed_overlap/gaussian,2008Q2,2008-07-25,17,-0.594416360351635,2.403069701864058,2008-07-28,-2.997486062215693
2007-2019,fed_overlap/gaussian,2008Q3,2008-10-24,17,-1.999380854156652,-2.0845363314131338,2008-10-28,0.08515547725648176
2007-2019,fed_overlap/gaussian,2008Q4,2009-01-23,17,-3.1601535595654595,-8.472768957225274,2009-01-28,5.312615397659814
2007-2019,fed_overlap/gaussian,2009Q1,2009-04-24,17,-6.476274467944143,-4.462803810727223,2009-04-28,-2.01347065721692
2007-2019,fed_overlap/gaussian,2009Q2,2009-07-24,17,-1.882729879851708,-0.7126911125331037,2009-07-28,-1.1700387673186043
2007-2019,fed_overlap/gaussian,2009Q3,2009-10-23,17,4.549980750833682,1.412187087697636,2009-10-28,3.137793663136046
2007-2019,fed_overlap/gaussian,2009Q4,2010-01-22,17,4.525808048428792,4.394263592305325,2010-01-28,0.13154445612346688
2007-2019,fed_overlap/gaussian,2010Q1,2010-04-23,17,4.987676743275515,1.952133820572155,2010-04-28,3.0355429227033603
2007-2019,fed_overlap/gaussian,2010Q2,2010-07-23,17,4.690078322144986,3.926881074055233,2010-07-28,0.7631972480897531
2007-2019,fed_overlap/gaussian,2010Q3,2010-10-22,17,3.91505131588652,3.1201978026194954,2010-10-28,0.7948535132670247
2007-2019,fed_overlap/gaussian,2010Q4,2011-01-21,17,2.556718358812016,2.117043484228409,2011-01-28,0.439674874583607
2007-2019,fed_overlap/gaussian,2011Q1,2011-04-22,16,2.616971066461704,-0.9454489541211974,2011-04-28,3.5624200205829015
2007-2019,fed_overlap/gaussian,2011Q2,2011-07-22,17,2.2465002750120533,2.7339190839842376,2011-07-28,-0.48741880897218426
2007-2019,fed_overlap/gaussian,2011Q3,2011-10-21,17,3.660124615656368,-0.0892210766206935,2011-10-28,3.7493456922770614
2007-2019,fed_overlap/gaussian,2011Q4,2012-01-27,17,3.5896897910361325,4.568438742179692,2012-01-28,-0.9787489511435599
2007-2019,fed_overlap/gaussian,2012Q1,2012-04-27,17,3.4302183958969668,3.396793738645587,2012-04-28,0.033424657251379664
2007-2019,fed_overlap/gaussian,2012Q2,2012-07-27,17,2.8985974262077274,1.7973274732638431,2012-07-28,1.1012699529438843
2007-2019,fed_overlap/gaussian,2012Q3,2012-10-26,17,2.083363557905349,0.5773578286532466,2012-10-28,1.5060057292521023
2007-2019,fed_overlap/gaussian,2012Q4,2013-01-25,17,2.691186913465904,0.4633651980530562,2013-01-28,2.2278217154128477
2007-2019,fed_overlap/gaussian,2013Q1,2013-04-26,17,3.038618931124093,4.005025807945661,2013-04-28,-0.9664068768215683
2007-2019,fed_overlap/gaussian,2013Q2,2013-07-26,17,2.6844452273651958,1.0748507650766292,2013-07-28,1.6095944622885665
2007-2019,fed_overlap/gaussian,2013Q3,2013-10-25,17,2.558062678301809,3.4493139225505898,2013-10-28,-0.8912512442487808
2007-2019,fed_overlap/gaussian,2013Q4,2014-01-24,17,2.90612447717975,3.532828598657445,2014-01-28,-0.6267041214776947
2007-2019,fed_overlap/gaussian,2014Q1,2014-04-25,17,2.8979788105151227,-1.3732548917761769,2014-04-28,4.271233702291299
2007-2019,fed_overlap/gaussian,2014Q2,2014-07-25,17,3.863195118212892,5.268365026582655,2014-07-28,-1.4051699083697633
2007-2019,fed_overlap/gaussian,2014Q3,2014-10-24,17,2.637780389979305,4.950916534930627,2014-10-28,-2.313136144951322
2007-2019,fed_overlap/gaussian,2014Q4,2015-01-23,17,2.7191015982638955,2.0383303103057804,2015-01-28,0.6807712879581151
2007-2019,fed_overlap/gaussian,2015Q1,2015-04-24,17,0.4671984240612437,3.650885031119766,2015-04-28,-3.1836866070585224
2007-2019,fed_overlap/gaussian,2015Q2,2015-07-24,17,0.1704717444899195,2.500735310964308,2015-07-28,-2.3302635664743883
2007-2019,fed_overlap/gaussian,2015Q3,2015-10-23,17,2.256629389539033,1.61061768429811,2015-10-28,0.6460117052409229
2007-2019,fed_overlap/gaussian,2015Q4,2016-01-22,17,0.3127269430842183,0.7399609712167354,2016-01-28,-0.42723402813251715
2007-2019,fed_overlap/gaussian,2016Q1,2016-04-22,17,1.3809858185763968,2.3383061524439253,2016-04-28,-0.9573203338675285
2007-2019,fed_overlap/gaussian,2016Q2,2016-07-22,17,1.596711363433467,1.290696770237454,2016-07-28,0.306014593196013
2007-2019,fed_overlap/gaussian,2016Q3,2016-10-21,17,2.351281259962024,2.8678981414693494,2016-10-28,-0.5166168815073253
2007-2019,fed_overlap/gaussian,2016Q4,2017-01-27,17,1.81939230582564,2.235699518586598,2017-01-28,-0.41630721276095795
2007-2019,fed_overlap/gaussian,2017Q1,2017-04-21,16,1.873845199814728,1.9618307902452337,2017-04-28,-0.08798559043050558
2007-2019,fed_overlap/gaussian,2017Q2,2017-07-21,16,3.954922346417056,2.258367983115228,2017-07-28,1.696554363301828
2007-2019,fed_overlap/gaussian,2017Q3,2017-10-27,17,1.4721284769076748,3.1915992394406345,2017-10-28,-1.7194707625329597
2007-2019,fed_overlap/gaussian,2017Q4,2018-01-26,17,3.761535427553775,4.584974811729059,2018-01-28,-0.8234393841752841
2007-2019,fed_overlap/gaussian,2018Q1,2018-04-27,17,2.536812694878865,3.293553047698339,2018-04-28,-0.7567403528194738
2007-2019,fed_overlap/gaussian,2018Q2,2018-07-27,17,3.370026801482373,2.140266992640893,2018-07-28,1.22975980884148
2007-2019,fed_overlap/gaussian,2018Q3,2018-10-26,17,2.903505123702588,2.5182268082057035,2018-10-28,0.3852783154968846
2007-2019,fed_overlap/gaussian,2018Q4,2019-01-25,17,2.1185447854426886,0.5677817986818878,2019-01-28,1.5507629867608008
2007-2019,fed_overlap/gaussian,2019Q1,2019-04-26,17,0.6535860182737663,2.520756202743435,2019-04-28,-1.8671701844696686
2007-2019,fed_overlap/gaussian,2019Q2,2019-07-26,17,1.179681462048365,3.382664959003589,2019-07-28,-2.202983496955224
2007-2019,fed_overlap/gaussian,2019Q3,2019-10-25,17,2.0822989279944526,4.762784209178728,2019-10-28,-2.680485281184275
2007-2019,fed_overlap/gaussian_ar1,2006Q4,2007-01-26,17,2.080543221063391,3.4823729200428755,2007-01-28,-1.4018296989794843
2007-2019,fed_overlap/gaussian_ar1,2007Q1,2007-04-27,17,3.393776936441606,1.2087836914185912,2007-04-28,2.1849932450230147
2007-2019,fed_overlap/gaussian_ar1,2007Q2,2007-07-27,17,4.074922717266549,2.4695947150627617,2007-07-28,1.6053280022037875
2007-2019,fed_overlap/gaussian_ar1,2007Q3,2007-10-26,17,1.9043612759127804,2.3240880884577653,2007-10-28,-0.4197268125449849
2007-2019,fed_overlap/gaussian_ar1,2007Q4,2008-01-25,17,2.3233137464032216,2.5367271478347497,2008-01-28,-0.2134134014315281
2007-2019,fed_overlap/gaussian_ar1,2008Q1,2008-04-25,17,1.4147858860120488,-1.6961606735480972,2008-04-28,3.110946559560146
2007-2019,fed_overlap/gaussian_ar1,2008Q2,2008-07-25,17,-0.2815295653924798,2.403069701864058,2008-07-28,-2.6845992672565377
2007-2019,fed_overlap/gaussian_ar1,2008Q3,2008-10-24,17,-2.7486341063811093,-2.0845363314131338,2008-10-28,-0.6640977749679755
2007-2019,fed_overlap/gaussian_ar1,2008Q4,2009-01-23,17,-0.873962959017216,-8.472768957225274,2009-01-28,7.598805998208057
2007-2019,fed_overlap/gaussian_ar1,2009Q1,2009-04-24,17,-7.109475535195575,-4.462803810727223,2009-04-28,-2.6466717244683515
2007-2019,fed_overlap/gaussian_ar1,2009Q2,2009-07-24,17,-2.715350714252862,-0.7126911125331037,2009-07-28,-2.0026596017197584
2007-2019,fed_overlap/gaussian_ar1,2009Q3,2009-10-23,17,4.67330630873728,1.412187087697636,2009-10-28,3.2611192210396442
2007-2019,fed_overlap/gaussian_ar1,2009Q4,2010-01-22,17,4.533799773195257,4.394263592305325,2010-01-28,0.13953618088993203
2007-2019,fed_overlap/gaussian_ar1,2010Q1,2010-04-23,17,4.6914799507533855,1.952133820572155,2010-04-28,2.7393461301812305
2007-2019,fed_overlap/gaussian_ar1,2010Q2,2010-07-23,17,4.95660925564525,3.926881074055233,2010-07-28,1.0297281815900172
2007-2019,fed_overlap/gaussian_ar1,2010Q3,2010-10-22,17,3.592816412277533,3.1201978026194954,2010-10-28,0.4726186096580376
2007-2019,fed_overlap/gaussian_ar1,2010Q4,2011-01-21,17,2.97746843951634,2.117043484228409,2011-01-28,0.8604249552879311
2007-2019,fed_overlap/gaussian_ar1,2011Q1,2011-04-22,16,3.1318859364983576,-0.9454489541211974,2011-04-28,4.0773348906195555
2007-2019,fed_overlap/gaussian_ar1,2011Q2,2011-07-22,17,2.979129594948793,2.7339190839842376,2011-07-28,0.24521051096455526
2007-2019,fed_overlap/gaussian_ar1,2011Q3,2011-10-21,17,3.382515237675832,-0.0892210766206935,2011-10-28,3.4717363142965256
2007-2019,fed_overlap/gaussian_ar1,2011Q4,2012-01-27,17,3.708035732017589,4.568438742179692,2012-01-28,-0.8604030101621034
2007-2019,fed_overlap/gaussian_ar1,2012Q1,2012-04-27,17,2.938927790422463,3.396793738645587,2012-04-28,-0.457865948223124
2007-2019,fed_overlap/gaussian_ar1,2012Q2,2012-07-27,17,3.1993989499066844,1.7973274732638431,2012-07-28,1.4020714766428413
2007-2019,fed_overlap/gaussian_ar1,2012Q3,2012-10-26,17,1.9110194715211248,0.5773578286532466,2012-10-28,1.3336616428678782
2007-2019,fed_overlap/gaussian_ar1,2012Q4,2013-01-25,17,2.6432327090173624,0.4633651980530562,2013-01-28,2.179867510964306
2007-2019,fed_overlap/gaussian_ar1,2013Q1,2013-04-26,17,3.0188775147681923,4.005025807945661,2013-04-28,-0.986148293177469
2007-2019,fed_overlap/gaussian_ar1,2013Q2,2013-07-26,17,2.353029152916553,1.0748507650766292,2013-07-28,1.2781783878399238
2007-2019,fed_overlap/gaussian_ar1,2013Q3,2013-10-25,17,2.8369463006463924,3.4493139225505898,2013-10-28,-0.6123676219041974
2007-2019,fed_overlap/gaussian_ar1,2013Q4,2014-01-24,17,2.838772065811068,3.532828598657445,2014-01-28,-0.694056532846377
2007-2019,fed_overlap/gaussian_ar1,2014Q1,2014-04-25,17,3.1668575583416736,-1.3732548917761769,2014-04-28,4.54011245011785
2007-2019,fed_overlap/gaussian_ar1,2014Q2,2014-07-25,17,4.099892367088254,5.268365026582655,2014-07-28,-1.1684726594944017
2007-2019,fed_overlap/gaussian_ar1,2014Q3,2014-10-24,17,2.353984640392759,4.950916534930627,2014-10-28,-2.5969318945378683
2007-2019,fed_overlap/gaussian_ar1,2014Q4,2015-01-23,17,3.1126266706778427,2.0383303103057804,2015-01-28,1.0742963603720623
2007-2019,fed_overlap/gaussian_ar1,2015Q1,2015-04-24,17,0.7848631689333585,3.650885031119766,2015-04-28,-2.8660218621864075
2007-2019,fed_overlap/gaussian_ar1,2015Q2,2015-07-24,17,0.6463264488784981,2.500735310964308,2015-07-28,-1.8544088620858097
2007-2019,fed_overlap/gaussian_ar1,2015Q3,2015-10-23,17,3.239452688614053,1.61061768429811,2015-10-28,1.628835004315943
2007-2019,fed_overlap/gaussian_ar1,2015Q4,2016-01-22,17,1.1904929023256683,0.7399609712167354,2016-01-28,0.45053193110893286
2007-2019,fed_overlap/gaussian_ar1,2016Q1,2016-04-22,17,1.9801750065173265,2.3383061524439253,2016-04-28,-0.3581311459265988
2007-2019,fed_overlap/gaussian_ar1,2016Q2,2016-07-22,17,2.245684656588054,1.290696770237454,2016-07-28,0.9549878863505998
2007-2019,fed_overlap/gaussian_ar1,2016Q3,2016-10-21,17,2.9858021083591257,2.8678981414693494,2016-10-28,0.11790396688977633
2007-2019,fed_overlap/gaussian_ar1,2016Q4,2017-01-27,17,2.3107098711640184,2.235699518586598,2017-01-28,0.07501035257742039
2007-2019,fed_overlap/gaussian_ar1,2017Q1,2017-04-21,16,2.694237366702046,1.9618307902452337,2017-04-28,0.7324065764568122
2007-2019,fed_overlap/gaussian_ar1,2017Q2,2017-07-21,16,4.740624507728186,2.258367983115228,2017-07-28,2.482256524612958
2007-2019,fed_overlap/gaussian_ar1,2017Q3,2017-10-27,17,1.8940869937050355,3.1915992394406345,2017-10-28,-1.297512245735599
2007-2019,fed_overlap/gaussian_ar1,2017Q4,2018-01-26,17,4.755274000219889,4.584974811729059,2018-01-28,0.17029918849083003
2007-2019,fed_overlap/gaussian_ar1,2018Q1,2018-04-27,17,3.555429763912588,3.293553047698339,2018-04-28,0.26187671621424924
2007-2019,fed_overlap/gaussian_ar1,2018Q2,2018-07-27,17,4.141611240859167,2.140266992640893,2018-07-28,2.0013442482182744
2007-2019,fed_overlap/gaussian_ar1,2018Q3,2018-10-26,17,3.535846852416391,2.5182268082057035,2018-10-28,1.0176200442106875
2007-2019,fed_overlap/gaussian_ar1,2018Q4,2019-01-25,17,2.282357635195398,0.5677817986818878,2019-01-28,1.71457583651351
2007-2019,fed_overlap/gaussian_ar1,2019Q1,2019-04-26,17,0.8035817084588448,2.520756202743435,2019-04-28,-1.7171744942845901
2007-2019,fed_overlap/gaussian_ar1,2019Q2,2019-07-26,17,1.172481423034344,3.382664959003589,2019-07-28,-2.2101835359692448
2007-2019,fed_overlap/gaussian_ar1,2019Q3,2019-10-25,17,2.449394178471498,4.762784209178728,2019-10-28,-2.3133900307072297
2007-2019,fed_overlap/student_t,2006Q4,2007-01-26,17,2.4208568059542968,3.4823729200428755,2007-01-28,-1.0615161140885787
2007-2019,fed_overlap/student_t,2007Q1,2007-04-27,17,3.5460969231369432,1.2087836914185912,2007-04-28,2.337313231718352
2007-2019,fed_overlap/student_t,2007Q2,2007-07-27,17,3.670223593016453,2.4695947150627617,2007-07-28,1.200628877953691
2007-2019,fed_overlap/student_t,2007Q3,2007-10-26,17,2.378160931103923,2.3240880884577653,2007-10-28,0.05407284264615786
2007-2019,fed_overlap/student_t,2007Q4,2008-01-25,17,2.646100483938496,2.5367271478347497,2008-01-28,0.10937333610374633
2007-2019,fed_overlap/student_t,2008Q1,2008-04-25,17,1.4573242952616638,-1.6961606735480972,2008-04-28,3.153484968809761
2007-2019,fed_overlap/student_t,2008Q2,2008-07-25,17,-0.5902076518784383,2.403069701864058,2008-07-28,-2.993277353742496
2007-2019,fed_overlap/student_t,2008Q3,2008-10-24,17,-1.990803848921352,-2.0845363314131338,2008-10-28,0.09373248249178179
2007-2019,fed_overlap/student_t,2008Q4,2009-01-23,17,-2.8189783710723004,-8.472768957225274,2009-01-28,5.653790586152973
2007-2019,fed_overlap/student_t,2009Q1,2009-04-24,17,-5.080851821418653,-4.462803810727223,2009-04-28,-0.6180480106914299
2007-2019,fed_overlap/student_t,2009Q2,2009-07-24,17,-1.2991665973015931,-0.7126911125331037,2009-07-28,-0.5864754847684894
2007-2019,fed_overlap/student_t,2009Q3,2009-10-23,17,4.411456116373946,1.412187087697636,2009-10-28,2.99926902867631
2007-2019,fed_overlap/student_t,2009Q4,2010-01-22,17,4.353559863322487,4.394263592305325,2010-01-28,-0.04070372898283825
2007-2019,fed_overlap/student_t,2010Q1,2010-04-23,17,4.741448295824791,1.952133820572155,2010-04-28,2.7893144752526364
2007-2019,fed_overlap/student_t,2010Q2,2010-07-23,17,4.315998745803862,3.926881074055233,2010-07-28,0.3891176717486289
2007-2019,fed_overlap/student_t,2010Q3,2010-10-22,17,3.795156931659549,3.1201978026194954,2010-10-28,0.6749591290400536
2007-2019,fed_overlap/student_t,2010Q4,2011-01-21,17,2.410474889689329,2.117043484228409,2011-01-28,0.29343140546091995
2007-2019,fed_overlap/student_t,2011Q1,2011-04-22,16,2.3323568657506843,-0.9454489541211974,2011-04-28,3.277805819871882
2007-2019,fed_overlap/student_t,2011Q2,2011-07-22,17,1.988920878302136,2.7339190839842376,2011-07-28,-0.7449982056821016
2007-2019,fed_overlap/student_t,2011Q3,2011-10-21,17,3.562366865543942,-0.0892210766206935,2011-10-28,3.651587942164636
2007-2019,fed_overlap/student_t,2011Q4,2012-01-27,17,3.707867421152655,4.568438742179692,2012-01-28,-0.8605713210270372
2007-2019,fed_overlap/student_t,2012Q1,2012-04-27,17,3.475310262054143,3.396793738645587,2012-04-28,0.07851652340855608
2007-2019,fed_overlap/student_t,2012Q2,2012-07-27,17,2.9452366396650165,1.7973274732638431,2012-07-28,1.1479091664011734
2007-2019,fed_overlap/student_t,2012Q3,2012-10-26,17,2.3121153259730187,0.5773578286532466,2012-10-28,1.7347574973197721
2007-2019,fed_overlap/student_t,2012Q4,2013-01-25,17,2.730887903755219,0.4633651980530562,2013-01-28,2.267522705702163
2007-2019,fed_overlap/student_t,2013Q1,2013-04-26,17,3.0506440331711016,4.005025807945661,2013-04-28,-0.9543817747745598
2007-2019,fed_overlap/student_t,2013Q2,2013-07-26,17,2.755627744427413,1.0748507650766292,2013-07-28,1.6807769793507839
2007-2019,fed_overlap/student_t,2013Q3,2013-10-25,17,2.6575949477651184,3.4493139225505898,2013-10-28,-0.7917189747854714
2007-2019,fed_overlap/student_t,2013Q4,2014-01-24,17,2.9711296642973783,3.532828598657445,2014-01-28,-0.5616989343600665
2007-2019,fed_overlap/student_t,2014Q1,2014-04-25,17,2.905296409708225,-1.3732548917761769,2014-04-28,4.278551301484402
2007-2019,fed_overlap/student_t,2014Q2,2014-07-25,17,3.827210144446269,5.268365026582655,2014-07-28,-1.4411548821363862
2007-2019,fed_overlap/student_t,2014Q3,2014-10-24,17,2.674906133577104,4.950916534930627,2014-10-28,-2.276010401353523
2007-2019,fed_overlap/student_t,2014Q4,2015-01-23,17,2.838833545655284,2.0383303103057804,2015-01-28,0.8005032353495034
2007-2019,fed_overlap/student_t,2015Q1,2015-04-24,17,0.8346988481934492,3.650885031119766,2015-04-28,-2.816186182926317
2007-2019,fed_overlap/student_t,2015Q2,2015-07-24,17,0.4720541041309367,2.500735310964308,2015-07-28,-2.028681206833371
2007-2019,fed_overlap/student_t,2015Q3,2015-10-23,17,2.4719140618829183,1.61061768429811,2015-10-28,0.8612963775848084
2007-2019,fed_overlap/student_t,2015Q4,2016-01-22,17,0.6571741608548898,0.7399609712167354,2016-01-28,-0.08278681036184565
2007-2019,fed_overlap/student_t,2016Q1,2016-04-22,17,1.6854473408523196,2.3383061524439253,2016-04-28,-0.6528588115916056
2007-2019,fed_overlap/student_t,2016Q2,2016-07-22,17,1.6326095938396843,1.290696770237454,2016-07-28,0.3419128236022302
2007-2019,fed_overlap/student_t,2016Q3,2016-10-21,17,2.359496284003959,2.8678981414693494,2016-10-28,-0.5084018574653903
2007-2019,fed_overlap/student_t,2016Q4,2017-01-27,17,1.8765667595288305,2.235699518586598,2017-01-28,-0.35913275905776754
2007-2019,fed_overlap/student_t,2017Q1,2017-04-21,16,1.782322761243882,1.9618307902452337,2017-04-28,-0.17950802900135177
2007-2019,fed_overlap/student_t,2017Q2,2017-07-21,16,3.802706763680464,2.258367983115228,2017-07-28,1.5443387805652358
2007-2019,fed_overlap/student_t,2017Q3,2017-10-27,17,1.487451081793667,3.1915992394406345,2017-10-28,-1.7041481576469675
2007-2019,fed_overlap/student_t,2017Q4,2018-01-26,17,3.5918914880110897,4.584974811729059,2018-01-28,-0.9930833237179693
2007-2019,fed_overlap/student_t,2018Q1,2018-04-27,17,2.366523408493415,3.293553047698339,2018-04-28,-0.9270296392049238
2007-2019,fed_overlap/student_t,2018Q2,2018-07-27,17,3.075351959321604,2.140266992640893,2018-07-28,0.9350849666807108
2007-2019,fed_overlap/student_t,2018Q3,2018-10-26,17,2.699992940000362,2.5182268082057035,2018-10-28,0.1817661317946584
2007-2019,fed_overlap/student_t,2018Q4,2019-01-25,17,2.0573890691536034,0.5677817986818878,2019-01-28,1.4896072704717156
2007-2019,fed_overlap/student_t,2019Q1,2019-04-26,17,0.840365415582367,2.520756202743435,2019-04-28,-1.680390787161068
2007-2019,fed_overlap/student_t,2019Q2,2019-07-26,17,1.3521354077983716,3.382664959003589,2019-07-28,-2.0305295512052175
2007-2019,fed_overlap/student_t,2019Q3,2019-10-25,17,2.2554628644158026,4.762784209178728,2019-10-28,-2.507321344762925
2007-2019,fed_overlap/student_t_ar1,2006Q4,2007-01-26,17,2.1308176547172764,3.4823729200428755,2007-01-28,-1.351555265325599
2007-2019,fed_overlap/student_t_ar1,2007Q1,2007-04-27,17,3.776538550976105,1.2087836914185912,2007-04-28,2.567754859557514
2007-2019,fed_overlap/student_t_ar1,2007Q2,2007-07-27,17,4.105717648852081,2.4695947150627617,2007-07-28,1.636122933789319
2007-2019,fed_overlap/student_t_ar1,2007Q3,2007-10-26,17,1.9502672909939456,2.3240880884577653,2007-10-28,-0.3738207974638197
2007-2019,fed_overlap/student_t_ar1,2007Q4,2008-01-25,17,2.412726115092912,2.5367271478347497,2008-01-28,-0.12400103274183794
